sale_id,full_name,email,gender,state,pay_method,pay_amount
1,Chadwick Bruin,cbruin0@weebly.com,Male,Alabama,diners-club-us-ca,77.72
2,Vidovic Hibbart,vhibbart1@ox.ac.uk,Male,Virginia,maestro,71.93
3,Silvan Cobleigh,scobleigh2@unblog.fr,Male,North Carolina,visa,92.26
4,Aila Cleere,acleere3@freewebs.com,Female,Texas,jcb,4.12
5,Palm Hessle,phessle4@mtv.com,Male,Wisconsin,bankcard,66.56
6,Karalee Cleaveland,kcleaveland5@taobao.com,Female,Texas,maestro,42.79
7,Evelyn Blowing,eblowing6@phpbb.com,Female,North Carolina,switch,54.97
8,Pavia Lowre,plowre7@drupal.org,Female,Pennsylvania,jcb,71.1
9,Alexina Brymner,abrymner8@fc2.com,Female,New York,jcb,7.81
10,Odele Paskins,opaskins9@gravatar.com,Female,Florida,jcb,3.27
11,Clari Frossell,cfrossella@bloglines.com,Female,Indiana,americanexpress,99.59
12,Desiri Cardenosa,dcardenosab@ed.gov,Female,California,switch,21.01
13,Lindsey Treacher,ltreacherc@disqus.com,Female,Alaska,visa-electron,12.28
14,Luelle Abrahamovitz,labrahamovitzd@mashable.com,Female,Florida,americanexpress,21.23
15,Hardy Dainton,hdaintone@uol.com.br,Male,California,jcb,65.21
16,Maddie Donovin,mdonovinf@gmpg.org,Male,Texas,jcb,22.75
17,Janaya Blazewicz,jblazewiczg@berkeley.edu,Female,California,jcb,99.82
18,Verena Brunke,vbrunkeh@cargocollective.com,Female,Florida,jcb,58.28
19,Verla Sirey,vsireyi@flickr.com,Female,Michigan,bankcard,43.59
20,Dur Parkinson,dparkinsonj@creativecommons.org,Male,Ohio,visa,14.86
21,Sargent Amesbury,samesburyk@google.fr,Male,West Virginia,maestro,3.07
22,Carolan Camili,ccamilil@aol.com,Female,Missouri,instapayment,72.65
23,Sheffy Ayce,saycem@furl.net,Male,California,mastercard,99.22
24,Bronson Bunting,bbuntingn@constantcontact.com,Male,California,americanexpress,84.19
25,Marsh Kilalea,mkilaleao@jalbum.net,Male,Texas,diners-club-carte-blanche,42.73
26,Shay Daldan,sdaldanp@jigsy.com,Male,Washington,jcb,15.59
27,Stepha Junkin,sjunkinq@wisc.edu,Female,New York,visa-electron,82.29
28,Karita Durkin,kdurkinr@nymag.com,Female,New Mexico,jcb,47.59
29,Hieronymus Dunkirk,hdunkirks@cocolog-nifty.com,Male,Washington,jcb,65.31
30,Morganne Sword,mswordt@google.ca,Female,District of Columbia,bankcard,5.58
31,Wye Wardrop,wwardropu@bing.com,Male,Missouri,jcb,42.97
32,Gretal Redolfi,gredolfiv@nymag.com,Female,Washington,diners-club-enroute,20.92
33,Tedra Bridgstock,tbridgstockw@wsj.com,Female,Massachusetts,diners-club-carte-blanche,43.68
34,Dasya Hencke,dhenckex@meetup.com,Female,Wisconsin,china-unionpay,16.18
35,Gaylord Bonar,gbonary@tuttocitta.it,Male,New Hampshire,jcb,6.72
36,Sadella Wattins,swattinsz@skyrock.com,Female,Arizona,jcb,23.51
37,Ricky Utridge,rutridge10@g.co,Male,Virginia,switch,33.25
38,Charlot Pattillo,cpattillo11@bbb.org,Female,California,jcb,25.2
39,Aida Stack,astack12@pbs.org,Female,Arizona,switch,8.91
40,Charisse Espinas,cespinas13@reuters.com,Female,Pennsylvania,maestro,96.71
41,Miller Pasterfield,mpasterfield14@wordpress.com,Male,Texas,maestro,71.21
